0.25399,0.26002
0.25038,0.20553
0.20869,0.19591
0.1944,0.20232
0.21999,0.25391
0.25078,0.26626
0.28764,0.24505
0.22678,0.22481
0.23897,0.26325
0.25022,0.26757
0.26144,0.23391
0.18883,0.21837
0.24819,0.26692
0.2301,0.26177
0.26924,0.24473
0.18727,0.21278
0.24657,0.26173
0.19045,0.20012
0.24258,0.19644
0.23305,0.23006
0.25571,0.25698
0.18564,0.19911
0.24112,0.22495
0.20978,0.19871
0.23221,0.25042
0.2105,0.20717
0.20866,0.2074
0.16004,0.15681
0.13753,0.16604
0.27278,0.25154
0.25434,0.25621
0.23973,0.2511
0.24753,0.24382
0.16255,0.18516
0.26472,0.24918
0.17541,0.20373
0.25442,0.25614
0.23327,0.23997
0.24748,0.24283
0.24938,0.25855
0.24571,0.25892
0.24365,0.24486
0.25476,0.25395
0.24361,0.25815
0.19119,0.20767
0.24753,0.24107
0.26797,0.24442
0.15274,0.19293
0.23918,0.24898
0.17658,0.22404
0.23277,0.22898
0.2236,0.20451
0.19903,0.2102
0.23734,0.18372
0.2493,0.25777
0.20804,0.23879
0.20352,0.11921
0.21405,0.12633
0.20016,0.18514
0.14639,0.15126
0.24918,0.20395
0.26367,0.25546
0.18448,0.18417
0.23668,0.24404
0.16215,0.16871
0.25563,0.25709
0.2307,0.20469
0.24479,0.24342
0.20046,0.20327
0.14377,0.15588
0.16655,0.19638
0.16244,0.1956
0.24616,0.24883
0.24237,0.24906
0.22325,0.2453
0.25617,0.25621
0.25533,0.2517
0.25219,0.25
0.24052,0.2518
0.25814,0.2556
0.25221,0.25302
0.25105,0.25
0.24588,0.24737
0.25163,0.25172
0.2552,0.26563
0.25033,0.25
0.18157,0.18658
0.25069,0.25289
0.25373,0.24419
0.25208,0.25008
0.16901,0.2198
0.24855,0.23977
0.16407,0.22014
0.24451,0.23758
0.25379,0.19528
0.24605,0.25892
0.22306,0.20287
0.20246,0.2112
0.14565,0.15765
0.23797,0.22344
0.18437,0.19895
0.25548,0.25992
0.15948,0.16797
0.2086,0.19532
0.19735,0.20414
0.23081,0.20397
0.25755,0.32997
0.22704,0.22561
0.15036,0.18467
0.17648,0.20309
0.25134,0.25594
0.2313,0.24001
0.25363,0.25507
0.25152,0.25656
0.18093,0.19886
0.25768,0.24997
0.25206,0.25193
0.26243,0.2556
0.2689,0.25546
0.25428,0.25
0.25185,0.25
0.24938,0.25172
0.24542,0.25002
0.24452,0.25
0.25065,0.25
0.24957,0.25302
0.24484,0.25
0.24629,0.25021
0.24943,0.25
0.26348,0.26562
0.25367,0.25
0.26742,0.26817
0.25,0.25
0.25092,0.23912
0.25719,0.24951
0.18408,0.18236
0.25088,0.2529
0.17508,0.22397
0.14944,0.19156
0.23263,0.22599
0.23851,0.23467
0.25383,0.27636
0.19413,0.20768
0.2236,0.19474
0.24959,0.27619
0.25113,0.25703
0.23715,0.26403
0.25736,0.24023
0.24108,0.21768
0.15649,0.17563
0.20331,0.20973
0.24398,0.30976
0.24682,0.24414
0.24969,0.28764
0.25743,0.25547
0.24599,0.24946
0.24437,0.25
0.25691,0.25342
0.24471,0.25002
0.24261,0.25196
0.25575,0.25
0.25013,0.25
0.24984,0.25
0.25321,0.25
0.23982,0.25
0.25074,0.25
0.25148,0.25
0.2429,0.25
0.26155,0.25
0.24954,0.25
0.24444,0.25021
0.26123,0.25
0.2383,0.25352
0.24953,0.25
0.25544,0.26827
0.23866,0.25
0.25256,0.26691
0.25652,0.25201
0.20549,0.21275
0.25377,0.24006
0.22914,0.1824
0.24849,0.25957
0.235,0.24901
0.24984,0.17727
0.24474,0.24342
0.21465,0.24926
0.24199,0.083813
0.2468,0.15254
0.22343,0.018101
0.21931,0.10095
0.24302,0.25524
0.22686,0.45331
0.25233,0.23985
0.19529,0.21123
0.25852,0.25196
0.26001,0.27461
0.24581,0.25
0.2553,0.25945
0.25058,0.25
0.24296,0.25342
0.2568,0.25
0.24387,0.25004
0.2507,0.25
0.25374,0.25
0.23612,0.25
0.2512,0.25
0.24952,0.25
0.23917,0.25
0.26305,0.25
0.25163,0.25
0.24979,0.25
0.26303,0.25
0.23674,0.25201
0.24252,0.25003
0.25705,0.25352
0.23734,0.25
0.25934,0.25356
0.25195,0.25851
0.24377,0.27946
0.25511,0.24405
0.23083,0.2396
0.18899,0.21143
0.23773,0.25572
0.24921,0.22721
0.219,0.2635
0.17946,0.18258
0.23757,0.04551
0.22573,0.19092
0.19241,0.20777
0.2378,0.26487
0.2435,0.28521
0.24332,0.30468
0.23231,0.23155
0.14976,0.19154
0.17524,0.22574
0.2478,0.25331
0.18633,0.19169
0.25575,0.24993
0.25112,0.25575
0.25033,0.25
0.26733,0.25943
0.25467,0.25
0.26193,0.25979
0.25329,0.25
0.2472,0.25004
0.2395,0.25
0.25141,0.25356
0.25131,0.25
0.24028,0.25
0.24719,0.25003
0.2539,0.25429
0.25008,0.25
0.25519,0.25
0.26062,0.25851
0.26395,0.25792
0.25164,0.25194
0.25307,0.24995
0.18498,0.19688
0.26241,0.24937
0.24296,0.25966
0.23422,0.23879
0.24493,0.25075
0.17422,0.2021
0.16596,0.18447
0.2402,0.27425
0.2256,0.20152
0.2163,0.20513
0.23006,0.22957
0.25918,0.34104
0.18714,0.19701
0.23819,0.2252
0.2476,0.24477
0.15948,0.16797
0.20551,0.20914
0.22354,0.20285
0.24465,0.2454
0.25379,0.19528
0.14565,0.15765
0.24506,0.24957
0.1633,0.21399
0.2463,0.24921
0.16894,0.21339
0.25318,0.24999
0.25499,0.25509
0.25708,0.2535
0.18041,0.18751
0.25386,0.25
0.26068,0.25979
0.24759,0.25429
0.24253,0.24588
0.25367,0.25
0.24577,0.25356
0.25004,0.25793
0.24469,0.24313
0.25722,0.24998
0.25178,0.25425
0.26372,0.24978
0.18624,0.19831
0.25321,0.24419
0.25357,0.24401
0.15632,0.19943
0.16065,0.20022
0.19884,0.20471
0.2341,0.25022
0.22799,0.20445
0.27451,0.25732
0.14534,0.15592
0.20158,0.18546
0.28524,0.2566
0.24264,0.20291
0.14841,0.16874
0.22657,0.24372
0.21424,0.12733
0.20347,0.12026
0.14639,0.15126
0.20016,0.18514
0.24924,0.24376
0.23734,0.18372
0.19668,0.20411
0.22215,0.20954
0.20804,0.23879
0.23109,0.23121
0.1768,0.22553
0.25152,0.25597
0.15193,0.1972
0.26048,0.29903
0.24573,0.23937
0.20173,0.2071
0.24604,0.25267
0.24785,0.25656
0.24674,0.23718
0.24307,0.25246
0.19391,0.21268
0.25582,0.25014
0.23244,0.24014
0.24168,0.26023
0.17068,0.20242
0.26264,0.24741
0.15438,0.18427
0.23977,0.25063
0.19625,0.20441
0.25321,0.25646
0.25123,0.20499
0.15959,0.18522
0.22619,0.20653
0.20936,0.20632
0.13991,0.16584
0.17929,0.18692
0.24107,0.22694
0.18341,0.19329
0.2586,0.25491
0.23221,0.25042
0.20978,0.19872
0.23777,0.20799
0.19554,0.18089
0.2513,0.25477
0.23682,0.15401
0.26288,0.24569
0.2342,0.2838
0.25031,0.25907
0.19438,0.21745
0.26759,0.24397
0.24387,0.26364
0.23196,0.26457
0.18537,0.21949
0.23226,0.19872
0.24442,0.26659
0.18398,0.20755
0.22934,0.22458
0.19133,0.18589
0.2708,0.20477
0.25784,0.26066
0.19107,0.2022
0.2032,0.19736
0.21043,0.25351
0.35099,0.25984
0.21219,0.26013
0.15179,0.16413
0.18483,0.19982
0.14713,0.19849
0.16256,0.16859
0.42568,0.26155
0.13782,0.16352
0.15237,0.19637
0.15572,0.1673
0.43002,0.26439
0.13874,0.16256
0.15124,0.19499
0.20292,0.25327
0.20892,0.26165
0.35098,0.26022
0.15386,0.165
0.1473,0.19961
0.18723,0.20143
0.22065,0.20435
0.16941,0.16774
0.25287,0.20405
0.21039,0.24557
0.17984,0.19938
0.25034,0.2442
0.20567,0.20172
0.21471,0.2549
0.21882,0.20693
0.23058,0.24199
0.24232,0.22755
0.21167,0.16729
0.16565,0.20212
0.1733,0.25995
0.25355,0.22399
0.15323,0.16779
0.39794,0.25368
0.20752,0.26045
0.24845,0.21676
0.3998,0.25523
0.14906,0.16686
0.20364,0.2585
0.24622,0.23684
0.21369,0.16766
0.17379,0.26119
0.16221,0.19978
0.21608,0.20031
0.21233,0.25121
0.21243,0.20193
0.26586,0.25759
0.23114,0.244
0.22442,0.20451
0.29389,0.25321
0.19814,0.20052
0.20511,0.24559
0.20843,0.24768
0.19785,0.17338
0.25555,0.25428
0.20033,0.16761
0.29243,0.24815
0.19929,0.20891
0.25187,0.23588
0.1868,0.19775
0.20792,0.203
0.17136,0.20154
0.16356,0.17132
0.15637,0.19086
0.2569,0.25035
